class,id,tempo,valence,liveness,acousticness,danceability,energy,speechiness,instrumentalness
foco,5xJ5bNY2SUh1iO2l8Hj9l1,96.36,0.0548,0.117,0.976,0.273,0.0695,0.0355,0.868
foco,1RiKbwqb2O03JT7Bu3dIr2,148.835,0.405,0.0903,0.982,0.307,0.0938,0.0365,0.895
foco,03lm0budvLeN51ri2W0eRJ,71.952,0.275,0.112,0.973,0.508,0.0182,0.0469,0.906
foco,2puyeVYaXabtN2eniDV1sa,197.046,0.286,0.1,0.992,0.277,0.0279,0.0476,0.92
foco,4Oq2kDefwVjAoBGwBSKB85,71.375,0.233,0.111,0.975,0.449,0.0148,0.0609,0.931
foco,4KvUvF2p3dwxYCbq4LswDA,137.658,0.0397,0.114,0.976,0.147,0.0324,0.0418,0.978
foco,0IhyAclxybtzXpabUiYtLY,70.662,0.394,0.129,0.994,0.375,0.00501,0.0392,0.963
foco,2mALzHMGNFFjCIip1M0SyY,118.075,0.0773,0.137,0.991,0.383,0.0129,0.0448,0.922
foco,4Aq7uO12FRC7JnLqY4T7Z7,72.152,0.148,0.109,0.995,0.329,0.059,0.0348,0.904
foco,4ZTvGA5KudTVKbhmaH3CLb,69.537,0.476,0.112,0.992,0.574,0.09,0.0914,0.961
foco,3SYpNSW2sXVghgwW1Ffm6I,145.072,0.098,0.117,0.971,0.19,0.0704,0.0363,0.84
foco,42KPF7PhUrDkHc3Zdr3Rd5,131.946,0.174,0.109,0.981,0.397,0.0496,0.0344,0.922
foco,5WnRiDaIrPQrbUvqXtYxpF,74.002,0.18,0.236,0.987,0.262,0.345,0.0376,0.939
foco,4Tu4Yv4NCHcBIT3nyhmJ1c,117.674,0.0417,0.0732,0.918,0.316,0.137,0.0415,0.872
foco,2s5S7q4Xz17of4KzC2gmd7,79.965,0.0907,0.117,0.935,0.534,0.39,0.0409,0.956
foco,0chqjQd5B56YfsAJwFfwAg,115.936,0.132,0.322,0.922,0.408,0.227,0.0308,0.932
foco,3PbU4QsHJsP1XQP8NFy3wg,167.359,0.099,0.133,0.44,0.205,0.106,0.06,0.0221
foco,2wm7LrCK7kjAtuo5nyhArf,147.545,0.147,0.126,0.994,0.402,0.0147,0.0477,0.801
foco,1J24vNYCuLaJ3qm0SioL8A,176.077,0.0837,0.114,0.94,0.248,0.377,0.0531,0.881
foco,5UbLKRX1qVROlwDFOooEvG,174.21,0.57,0.0646,0.529,0.454,0.26,0.0405,0.000779
foco,5QTONuXewDTJOzgBoxgVQP,60.494,0.126,0.319,0.987,0.449,0.00716,0.0761,0.944
foco,1xENEC0HxSOoXojZMYxoGW,69.593,0.0533,0.0859,0.99,0.244,0.0185,0.0345,0.91
foco,07QIkvSRo4ddFlmxniaZsi,113.893,0.072,0.105,0.974,0.274,0.185,0.0362,0.928
foco,5e4i5ewvcAl115GVCMqkqm,175.171,0.176,0.134,0.991,0.371,0.0894,0.0516,0.895
foco,2SozVVEgcxTk2nNCS1WLqv,71.448,0.331,0.155,0.995,0.149,0.243,0.0421,0.931
foco,1RkoV4oDrX6xjDBq1MMhMF,138.015,0.0386,0.0881,0.97,0.326,0.0136,0.0329,0.944
foco,34Ei5EUR5iNE7dLupfFZ2J,89.489,0.145,0.0947,0.995,0.363,0.00606,0.0509,0.92
foco,1HwDwWdJgbI23mGJpGqBL6,118.062,0.0669,0.111,0.9,0.496,0.0542,0.037,0.935
foco,4Db43Mi7jE60wp799xvZej,120.024,0.0386,0.111,0.986,0.426,0.324,0.0368,0.926
foco,2vGPQJ5Azb03QVaRc0oqAN,150.017,0.0929,0.112,0.996,0.221,0.132,0.0421,0.822
foco,0lBZoapbN9NPCixO0Hf9K2,107.94,0.0395,0.0987,0.96,0.345,0.182,0.0331,0.947
foco,0Y63Tkz8iZlm9H511dey7z,83.942,0.0658,0.0798,0.964,0.413,0.193,0.0308,0.804
foco,0AhfcYWLB9EGHcRHn4KsWB,119.983,0.0473,0.103,0.918,0.441,0.253,0.0328,0.821
foco,1MNXa2olulvJb32eNdzv7m,70.804,0.0986,0.115,0.965,0.258,0.0427,0.0418,0.8
foco,23BXZbuJeJbtVmUL3Nd2b2,85.639,0.0657,0.164,0.983,0.271,0.02,0.0471,0.00438
foco,3Rn0pfOkUBznc7gFJ6njOf,146.926,0.0855,0.0977,0.951,0.382,0.22,0.0352,0.956
foco,34fvdL7i58tRYBSqrMIH8s,164.041,0.181,0.109,0.988,0.47,0.0826,0.0889,0.911
foco,1xDmAoH4wPY6hR32wUDD9P,86.549,0.0663,0.142,0.933,0.164,0.0347,0.0465,0.937
foco,1eVJInWM1ElhWTAFbCAQS9,63.071,0.147,0.194,0.955,0.332,0.108,0.0347,0.939
foco,33ZWF9tp4LSwZJO26JFG61,70.696,0.0558,0.0973,0.964,0.363,0.0712,0.0371,0.867
foco,7G6ZzCxB1x1vNjPMgMbbtH,116.865,0.0397,0.132,0.995,0.361,0.07,0.0625,0.937
foco,0mGvkCDPf4ICow5CQMbHqG,123.145,0.135,0.0678,0.982,0.438,0.226,0.0408,0.875
foco,6mC0iDGcSxr1HnYR1QdyrW,112.158,0.0347,0.0798,0.98,0.173,0.0421,0.0423,0.942
foco,0Mhc1HYyUoVbSWgJrExa9K,103.736,0.152,0.104,0.989,0.565,0.0392,0.0379,0.842
foco,06pfZtogSM9Met8UPJsX9D,74.32,0.156,0.0886,0.974,0.312,0.0571,0.0396,0.746
foco,5NPOzGF9KwzjgfA3q6zbCf,117.568,0.0376,0.11,0.98,0.237,0.232,0.0503,0.878
foco,4qLk0jx4jAvxAGQdTmZKYG,62.477,0.189,0.0884,0.99,0.583,0.0274,0.0552,0.917
foco,3LuIZj6S9EI5yAPKK0LlKo,97.059,0.104,0.0863,0.995,0.522,0.0454,0.0635,0.951
foco,3dX87nGdE9AdBbFPBN6JyD,85.205,0.178,0.113,0.972,0.0998,0.0019,0.0434,0.753
foco,3HoeuvTMtxZ0OZTPdTW1uF,189.861,0.28,0.102,0.967,0.312,0.129,0.0315,0.822
foco,5qYHVgKGEvJDUvBQbcKfCb,70.164,0.0709,0.128,0.931,0.198,0.252,0.0351,0.861
foco,2IUdtl61agAXryaC32eCAM,109.894,0.232,0.113,0.983,0.276,0.338,0.0345,0.916
foco,0l1ClfCdSKIWJ8YVcHC5L0,70.565,0.227,0.0851,0.994,0.517,0.0135,0.0665,0.933
foco,5DQTgawVGKl3z1jBtYCrWD,72.992,0.0733,0.104,0.864,0.267,0.185,0.0342,0.501
foco,5zfbVcnBU7HYWo4Pob3Gvi,116.818,0.243,0.101,0.991,0.386,0.00741,0.055,0.95
foco,0blyRRaV1fAu8Koi88azDJ,67.95,0.136,0.137,0.981,0.192,0.0585,0.0575,0.906
foco,5z2MvbhEpzZT1LCSwgc00O,64.827,0.253,0.0577,0.994,0.498,0.00592,0.0544,0.94
foco,1iNo2YQFdiqdzPfMtMkda1,69.038,0.473,0.115,0.995,0.727,0.00695,0.0986,0.966
foco,3omvQskaEBc5S1921L5BBA,127.88,0.0444,0.107,0.975,0.2,0.173,0.04,0.906
foco,7blxvaikpzP0UjfNJXaFtH,175.628,0.369,0.103,0.824,0.393,0.305,0.0392,0.873
foco,4yOnNvSwlLIVhd0KDHIpXu,144.019,0.21,0.109,0.984,0.484,0.0813,0.0343,0.414
foco,3lYLQFe88l5BRMpQP8zc4M,80.031,0.0435,0.0981,0.991,0.53,0.0223,0.0461,0.886
foco,1PG4jPn5PtAyrIccnZbJ82,73.55,0.553,0.105,0.921,0.482,0.257,0.0374,0.48
foco,7x4YXV9vpfqq8OuPNcn3cu,73.51,0.156,0.101,0.993,0.598,0.00536,0.126,0.965
foco,1TQanoZRcSs6HcqAGvi9aK,113.327,0.0972,0.103,0.994,0.371,0.0883,0.0446,0.88
foco,5Q5D2Kmte5I5085QPLxSOD,75.101,0.107,0.103,0.996,0.28,0.095,0.0566,0.897
foco,00CXUMREit80f2McJsjcIz,67.946,0.0922,0.0986,0.995,0.355,0.0164,0.0396,0.926
foco,16H6h85WIovXX9meOeOOxT,69.59,0.0475,0.0706,0.993,0.217,0.00505,0.0312,0.934
foco,7HPZnxeQWNvYF7N0f4uBgd,143.41,0.116,0.115,0.921,0.305,0.0967,0.0465,0.911
foco,2NafrEsdvqAd1dKSQCz3gP,121.417,0.135,0.0914,0.664,0.27,0.46,0.0352,0.833
foco,0dcIhzMAhyk478i9RG259s,128.925,0.0653,0.0961,0.689,0.399,0.205,0.035,0.923
foco,4ckmG9O7QH2qNA67QbDzjk,125.014,0.397,0.328,0.111,0.519,0.901,0.0344,0.819
foco,5t3x4ZyaDgxwC6AfYrNokO,105.026,0.815,0.11,0.468,0.732,0.564,0.0878,0.842
foco,4KIVYaz7rvcy6DNZXKA2qO,92.024,0.0384,0.107,0.57,0.382,0.376,0.0287,0.96
foco,4iOOmBh44bVIlqeMA7WFai,90.345,0.444,0.121,0.994,0.591,0.0284,0.0516,0.941
foco,5aaiOvjViOLSuv7dSCLa6J,103.294,0.677,0.149,0.991,0.665,0.151,0.0574,0.852
foco,2UfYjYjJyAn303SMUmuA7f,140.002,0.241,0.211,0.552,0.575,0.521,0.0329,0.861
foco,3kEzQNwz0SWn53UPX7rwS6,152.544,0.0677,0.101,0.989,0.333,0.134,0.0601,0.928
foco,7pohC6860dSeErh6ngNdPh,197.891,0.285,0.0985,0.994,0.283,0.0425,0.0497,0.932
foco,6mkKCAzXH4mqwemR89RJ0G,115.651,0.0398,0.088,0.994,0.223,0.0816,0.0422,0.903
foco,4TrCvd1PrqI14lZb7tEtYo,67.25,0.0324,0.0906,0.955,0.0629,0.0718,0.0432,0.907
foco,1FGqLBTiJzXzJrgwdRjMn2,112.297,0.236,0.122,0.945,0.311,0.488,0.0432,0.883
foco,4kEkeufwX6XdppFIz3pYxi,76.757,0.0399,0.101,0.914,0.185,0.135,0.0343,0.666
foco,1gBGl7b5YhZO1vdv51xZnA,90.063,0.242,0.119,0.909,0.556,0.251,0.0302,0.913
foco,2usRcL71ULU2NPT2ios2zj,138.506,0.0398,0.102,0.947,0.148,0.115,0.0353,0.958
foco,3RMGutMhy2O5LN2SoA0USh,67.044,0.0345,0.0818,0.964,0.0622,0.141,0.0406,0.853
foco,1oOYwSmT2duNzD92sHHhMb,76.75,0.347,0.115,0.992,0.255,0.095,0.0359,0.945
foco,6kchDWw5nYBtx5ZKvxyJLx,77.829,0.396,0.105,0.994,0.197,0.212,0.0778,0.959
foco,0v4kqFEw9Kscc173PYpxEv,77.15,0.0699,0.135,0.959,0.154,0.128,0.0394,0.953
foco,5KKgAOO8JJwQ7W0MTa4QHL,106.911,0.113,0.135,0.99,0.467,0.0188,0.0296,0.971
foco,4ajdOJime1Mm2Wfc2QvpTF,119.916,0.042,0.111,0.955,0.262,0.236,0.0347,0.903
foco,1mdUTN1RtD2oOUIusIhium,97.99,0.076,0.109,0.979,0.361,0.342,0.0285,0.915
foco,78xWv3Rjcp01qj1cCndv2P,120.694,0.198,0.135,0.985,0.363,0.13,0.048,0.923
foco,50BBDsisFzJGiFbg6FDRAV,106.337,0.115,0.0956,0.86,0.345,0.0032,0.045,0.938
foco,5kdNWtd8Fbk5Oiq196YhkU,80.237,0.277,0.112,0.822,0.645,0.195,0.0434,0.815
foco,7HejS7pys1bgc200NQYhp9,143.55,0.0597,0.117,0.966,0.303,0.302,0.0432,0.959
foco,5kHMqwwwlHCdt24t2e7pEq,67.667,0.0391,0.0938,0.983,0.13,0.0454,0.0365,0.971
foco,0zohGfpuv878yJ36B0NCBm,71.045,0.212,0.0952,0.996,0.472,0.00555,0.0488,0.938
foco,27yrt4ZgZ9ipfbndTyTwsV,71.601,0.0441,0.118,0.985,0.202,0.0023,0.0367,0.964
foco,3syIiKL3nOWcphWLsVtMEA,91.435,0.0715,0.371,0.98,0.16,0.0402,0.0368,0.983
foco,0YfRVjJY04f7vMyMELYFej,70.035,0.0618,0.102,0.983,0.386,0.156,0.0683,0.902
foco,4nlPysfJ2BthccQHJCmj54,155.088,0.612,0.11,0.979,0.693,0.256,0.0534,0.935
foco,3RqMjtnrhtndGRQO4umHx7,97.993,0.129,0.122,0.811,0.655,0.318,0.029,0.848
foco,1b7NoPHLbEPvlHOQaknrHX,121.983,0.107,0.106,0.978,0.263,0.285,0.043,0.918
foco,4MKYm3r193juaVnasAQouT,120.046,0.0888,0.0961,0.992,0.476,0.0726,0.0428,0.934
foco,2Y3nbZeF9ENeugN0jSMUUw,68.185,0.351,0.12,0.986,0.661,0.00978,0.114,0.965
foco,01T3AjynqSMVfiAQCAfrKJ,112.464,0.118,0.127,0.993,0.322,0.0121,0.0491,0.927
foco,5q4HX5dFrepBt1T4Kjuw6p,95.95,0.193,0.0874,0.885,0.384,0.235,0.0332,0.852
foco,3a3w26UtiNEIlRvO6pZFSc,77.972,0.125,0.0898,0.994,0.597,0.0977,0.0421,0.926
foco,2a1TE5HkojAIywQG7fzx5b,138.723,0.408,0.101,0.993,0.411,0.0222,0.0364,0.932
foco,4bjXeKnM7jGi4mjNx2kFbY,85.067,0.0749,0.109,0.994,0.33,0.005,0.0499,0.976
foco,6BYLAKzTdGEAynkOlGDKLY,66.931,0.0524,0.0783,0.99,0.259,0.00524,0.0498,0.896
foco,2537cRNYJZsk9nPWJJI0mB,130.039,0.426,0.11,0.96,0.753,0.269,0.0645,0.957
foco,60CFGgbdZ315nIOuK5nYmM,138.509,0.35,0.121,0.958,0.433,0.187,0.0343,0.93
foco,0AukQFDwWaNPsRoTScTpbm,117.306,0.265,0.109,0.983,0.403,0.156,0.0388,0.933
foco,0SuzuvcS25T0hE45P5azg0,71.996,0.386,0.17,0.991,0.546,0.00574,0.0397,0.9
foco,4TxfZzrq0dH2Wmfl4dAjN9,77.664,0.071,0.106,0.957,0.35,0.0256,0.0334,0.88
foco,5EfJGWuhGsdTJaNyIarvCi,167.974,0.323,0.105,0.987,0.303,0.0926,0.0401,0.926
foco,6bmkeC85tIhasyF5tJO1Vo,98.437,0.328,0.165,0.988,0.477,0.103,0.0366,0.919
foco,0tWJSrOeixKQQcYEws7HTF,80.643,0.0385,0.113,0.841,0.119,0.214,0.0377,0.931
foco,4cZeD4PGlRiHrqh2eiuFFp,149.993,0.747,0.109,0.78,0.844,0.216,0.0711,0.916
foco,7vK9F11sa8mdyAgUp3CthS,74.995,0.175,0.109,0.988,0.624,0.097,0.0593,0.961
foco,5huIzPcRJkbL7UyyzViQPU,111.435,0.0501,0.176,0.976,0.243,0.123,0.0421,0.879
foco,6rdeQIW1RoA9GMzPnvLoQG,109.975,0.415,0.107,0.979,0.438,0.204,0.0498,0.943
foco,60jShSAD058XQYsCjiKb8T,90.015,0.0729,0.104,0.949,0.599,0.248,0.049,0.927
foco,3siUs9hIIxOoYlBVCBOXc8,147.514,0.0322,0.0814,0.98,0.401,0.242,0.056,0.929
foco,33pIMcbIQfilRjiuXp1fYd,137.622,0.174,0.115,0.985,0.309,0.225,0.0412,0.842
foco,5j37zYOuAwmB0NGQ7yWVEd,91.264,0.083,0.11,0.986,0.28,0.0278,0.0372,0.939
foco,1U1x1rIoED0ojeFrmEhJgD,70.367,0.157,0.114,0.988,0.404,0.00602,0.0428,0.935
foco,0d2soCcnt38V1y8yQcg5MF,152.12,0.23,0.088,0.964,0.495,0.0801,0.0341,0.952
foco,15vaBFlZcpbCWLEAmU7zXa,67.675,0.135,0.11,0.901,0.245,0.0561,0.0335,0.895
foco,0k2y8qZrL4dm3D6ppdzeKq,128.167,0.0504,0.242,0.97,0.296,0.191,0.0379,0.885
foco,568nXF19QXYPZnQ6XSkuSH,169.833,0.196,0.27,0.0915,0.239,0.596,0.0311,0.79
foco,34dQ7WPCZ5zGwkso7OD86F,155.462,0.161,0.101,0.982,0.438,0.126,0.0369,0.879
foco,6simvKne22uVh5ryufUF8U,95.996,0.0564,0.284,0.772,0.621,0.504,0.0286,0.722
foco,7lq08zctLOESidAM58kjq6,77.77,0.111,0.11,0.978,0.239,0.11,0.0349,0.945
foco,5YPaJ9GAOc2nBywf9EIUs3,139.948,0.0481,0.148,0.972,0.452,0.0334,0.0417,0.854
foco,2P8Hr1882sWwEIyegu4LWQ,113.041,0.0964,0.116,0.0594,0.479,0.32,0.0358,0.928
foco,3QXiUbsLYt06h5aDa1PQ30,114.987,0.153,0.078,0.969,0.534,0.13,0.0353,0.963
foco,3gyqvXs7R01FWc959ZLYP8,106.586,0.134,0.134,0.99,0.385,0.0178,0.0539,0.944
foco,1FUbNRS47Ifa9wXjGUae4q,82.056,0.133,0.103,0.0803,0.33,0.426,0.0572,0.953
foco,361yjfaOc2lwEMZmXBKC3v,62.98,0.0421,0.084,0.981,0.146,0.124,0.039,0.938
foco,1ba8qyfCD9olHnAfGGgxts,137.434,0.283,0.105,0.935,0.484,0.151,0.0493,0.207
foco,41DPsO1YmfcQjrXYOdT5ZD,119.849,0.236,0.11,0.978,0.467,0.15,0.0538,0.899
foco,08jus2vc9ivJZb8BAIPM9o,86.842,0.239,0.0917,0.906,0.382,0.177,0.0323,0.89
foco,6dYJtvikqGhyc2drrjAJez,129.827,0.0733,0.121,0.994,0.375,0.105,0.0668,0.948
foco,1HEbuT0MYRUNEMlqfHy3yc,133.905,0.209,0.121,0.996,0.438,0.0362,0.0539,0.954
foco,4SK38TX5V83UeHPptmDD8s,68.789,0.169,0.0867,0.99,0.279,0.119,0.0539,0.931
foco,79i2HJB3i7yjWktubsQTvd,64.757,0.154,0.126,0.984,0.405,0.115,0.0421,0.949
foco,3lG9eYlhnipGfvAR4ZkBk7,140.076,0.0546,0.107,0.513,0.366,0.443,0.0304,0.945
foco,3mZke4X5xmRJWXugZ5WJXo,81.065,0.0814,0.11,0.961,0.267,0.316,0.0417,0.925
foco,38h7Xd5ioMYeXN9S6y7Ucf,121.997,0.246,0.339,0.923,0.572,0.624,0.0311,0.863
foco,2kv1pWAhnoxlUKdLN6wEuy,120.47,0.0398,0.0703,0.839,0.527,0.252,0.0346,0.919
foco,3sQ0XgfwOvDBLFFiWzhep2,93.877,0.0912,0.0997,0.961,0.467,0.116,0.041,0.645
foco,6hXi2XS6UocuLJI3nTXcPM,98.718,0.13,0.1,0.986,0.341,0.135,0.0532,0.904
foco,5kayymwaZyTtdGilvwJQw5,127.059,0.0385,0.12,0.989,0.402,0.223,0.0356,0.963
foco,3LQar5QNgIvlvxXjHrnlYe,109.966,0.387,0.0916,0.995,0.611,0.0336,0.11,0.883
foco,0EsgaeGLjXGsUtkD1KBERN,72.462,0.0463,0.0642,0.993,0.195,0.007,0.0533,0.887
foco,2HEcL1cuhe0rIrJYwKSmyw,77.557,0.209,0.107,0.995,0.372,0.0599,0.0611,0.957
foco,7FAuw1619lSUKBbC9VVpr2,165.71,0.0676,0.357,0.325,0.159,0.288,0.0386,0.938
foco,0jZxuq04x40gwFCCcg3J31,77.799,0.157,0.106,0.991,0.283,0.105,0.0328,0.899
foco,0wH6RnpvUGkbgH8ZDcvFrI,160.126,0.653,0.0988,0.991,0.427,0.126,0.047,0.911
foco,3YQpJJ69m9vb38drjNNIzw,84.494,0.0511,0.09,0.968,0.153,0.131,0.0413,0.907
foco,3DwdRN09yyOdnJg193xfmm,72.488,0.0624,0.0953,0.891,0.365,0.153,0.0317,0.951
foco,3GGTJPSLhr35VamaP4c8Q5,66.328,0.142,0.0961,0.99,0.256,0.0292,0.0368,0.922
foco,2iLX5VDGwcZhW9pmGyFRHA,123.026,0.214,0.0713,0.989,0.225,0.252,0.0389,0.931
foco,2bljesxbGWW0vSmvT25og7,116.765,0.0956,0.0979,0.978,0.241,0.0128,0.0429,0.882
foco,7ocJPvoS4xnFcaFc4B3AJj,89.717,0.0342,0.0972,0.977,0.0992,0.012,0.0407,0.963
foco,1UaHSfhUQmvO9hcFLN5daJ,118.801,0.11,0.107,0.983,0.384,0.0575,0.0411,0.897
foco,3q0Ks78ADSomVdDSap32mz,148.561,0.0362,0.0958,0.952,0.122,0.0161,0.0476,0.934
foco,5ay0cvjtVAbMLOe8gTadFh,90.243,0.0666,0.221,0.982,0.336,0.044,0.0456,0.96
foco,2SUePadGazNPiHePRb2LaN,68.495,0.137,0.0833,0.992,0.656,0.0032,0.0585,0.95
foco,5Ffg0d6M3OyqmXMvWGqgFN,129.573,0.206,0.195,0.987,0.317,0.374,0.042,0.897
foco,2TjTpqPjsIvaR4WFizkn2B,75.864,0.0374,0.088,0.932,0.126,0.102,0.0386,0.928
foco,0XKwgrr7KkCxCDSlbLhp05,94.384,0.182,0.112,0.976,0.281,0.283,0.0509,0.883
foco,4qfjLB0mcswPtGVxdx9QZi,110.081,0.038,0.383,0.623,0.209,0.181,0.0435,0.889
foco,6X8qJXqfGZZuF5dgW4oOys,169.914,0.0578,0.16,0.95,0.443,0.0901,0.0395,0.919
foco,28pRNiqJTg4f8qIOEtSvmM,74.373,0.11,0.139,0.986,0.589,0.34,0.105,0.874
foco,6i5HlRjJe73bkIs1dW6yzD,115.048,0.0694,0.115,0.974,0.513,0.228,0.0385,0.873
foco,6m2746UXm2QQ8pxbZ2uug9,130.281,0.0416,0.209,0.993,0.35,0.051,0.0387,0.925
foco,6utTjO78Oyvw6LfdeoTlFW,105.01,0.0378,0.3,0.818,0.242,0.299,0.0299,0.938
foco,2UEer5v08SeaipCQuO4QNb,74.481,0.124,0.0749,0.974,0.213,0.0926,0.0393,0.92
foco,0nh8orkVcm2GZQChlAdQrJ,94.631,0.142,0.106,0.977,0.474,0.396,0.0684,0.94
foco,1JFJhuZzY3jppfT9vyMWI2,172.156,0.175,0.0973,0.993,0.221,0.137,0.038,0.867
foco,723LInrNKYscJCZzrldTzn,131.703,0.463,0.121,0.995,0.511,0.114,0.061,0.959
foco,0jbyeP5bVcxIef9633oJdZ,80.252,0.0503,0.112,0.972,0.189,0.168,0.0401,0.873
foco,7mil5nzqrkyw0Wl5QYzGu1,153.837,0.426,0.1,0.939,0.35,0.0275,0.0405,0.884
foco,7lV3UKNBA1Mpx2A9CKfugS,82.416,0.292,0.102,0.987,0.389,0.172,0.0391,0.82
foco,2AnvtSo0IMuZC9mkqpdTNY,72.444,0.17,0.151,0.996,0.238,0.0145,0.0586,0.9
foco,0KFxMs6P2xCxbjg2wAGiwR,145.987,0.11,0.143,0.439,0.419,0.601,0.0296,0.877
foco,1OMLOrwgtaVvHVGCrGMDXh,86.729,0.034,0.139,0.974,0.0953,0.068,0.0483,0.831
foco,4tHNQeX03w8Tgqg3ceQNJu,109.343,0.221,0.115,0.986,0.449,0.128,0.0484,0.952
foco,6Vi3XXzGcBuQadzAe4SpQV,107.469,0.0498,0.0996,0.988,0.3,0.0293,0.0355,0.95
foco,6woukIg1R0X3DOFckVsA0k,112.469,0.245,0.15,0.989,0.499,0.0632,0.0614,0.799
foco,3Zp9FCge0jQK21EwO3HElc,124.99,0.257,0.113,0.984,0.571,0.112,0.0489,0.905
foco,0bstyw9VNc0Sd3O7PTdQCB,116.962,0.0909,0.0921,0.901,0.624,0.0955,0.0346,0.806
foco,1TzyoJwCiQrJ6OJVS8Xc0K,72.143,0.0465,0.129,0.964,0.134,0.0705,0.0353,0.569
foco,1DdyioI2yXhLwR1pn5Hczk,69.897,0.0593,0.15,0.983,0.18,0.0382,0.0452,0.0141
foco,6VhDkTs7GsFVkivNKYZkXI,115.048,0.217,0.0895,0.929,0.603,0.518,0.0328,0.847
foco,4qHBvrzFbpUWeFxhdbpar8,141.221,0.0384,0.115,0.924,0.183,0.0603,0.0377,0.896
foco,0TMOwBOKmzT0RzxmpcPljl,86.713,0.0616,0.194,0.978,0.213,0.0982,0.0365,0.919
foco,5qX1SBWKB2JNl2cdv0aEe4,87.112,0.0392,0.076,0.987,0.237,0.0242,0.0404,0.906
foco,27fQiVDftcyp37OVqPK0qn,81.04,0.0579,0.0894,0.976,0.203,0.0157,0.0381,0.934
foco,2Zr8upzAJrJ9aDdj1EghBu,119.547,0.111,0.134,0.987,0.332,0.0753,0.0402,0.889
foco,32fCWMKUrjAMSC7lq3jR6q,90.951,0.0598,0.146,0.985,0.228,0.0698,0.0386,0.882
foco,0KivFFtJTtI58C4BnAgapQ,104.826,0.0805,0.0776,0.985,0.251,0.0133,0.0427,0.528
foco,75iNFSZMrt1Z4iVhgL99HB,128.055,0.186,0.116,0.984,0.357,0.135,0.0369,0.839
foco,3ZuQ1zuPwirAzDzJIjoGp9,93.479,0.0675,0.127,0.98,0.27,0.151,0.0325,0.889
foco,23BuS6JqfaZ4gZpXpuGCmq,103.633,0.118,0.133,0.981,0.328,0.223,0.0326,0.842
foco,5G8J5xJNrH5uKmEuzcfzVI,90.281,0.0382,0.0974,0.971,0.153,0.0378,0.0387,0.874
foco,4DUDVJ6FxFiRn8BlhBVQIp,168.348,0.0391,0.0766,0.99,0.407,0.0691,0.0701,0.914
foco,1ExTC7eOrZ7VQQDJE1H8TI,82.158,0.0398,0.0687,0.993,0.374,0.0846,0.0597,0.909
foco,2TwWoaGMLBAuFsKHGvKXDh,69.561,0.0367,0.0843,0.994,0.199,0.00844,0.046,0.921
foco,0QVP9rWeKNMuxML8KjvE00,55.571,0.0371,0.0652,0.963,0.08,0.00761,0.0421,0.893
foco,6XI8mc1GhWAp1CRDCol4GU,108.036,0.0543,0.0967,0.954,0.299,0.0943,0.0414,0.909
foco,5FP1297lNi03u5mD23oPLs,142.816,0.243,0.115,0.94,0.305,0.29,0.0344,0.857
foco,5GomJmJlHJYlfBLr9dxueI,61.122,0.0388,0.215,0.961,0.118,0.0246,0.044,0.933
foco,7DV4AAyr1LIPJ4qCRx171R,93.356,0.292,0.67,0.945,0.312,0.324,0.0807,0.895
foco,2MyGUtp0uXf3wYRBDWdFAi,126.994,0.109,0.0908,0.98,0.352,0.139,0.0349,0.833
foco,2a6EP73QVZxj0NSVEta4Ad,84.99,0.04,0.103,0.988,0.227,0.0227,0.0432,0.909
foco,7r956y9bYdBgUoyteztnsn,81.096,0.179,0.098,0.984,0.303,0.17,0.0356,0.896
foco,1qA6x2m6naCdtc73DK24LA,66.27,0.654,0.238,0.978,0.292,0.201,0.0348,0.886
foco,7nZLXqxvczFFJsHcrCE7nQ,61.301,0.205,0.139,0.966,0.489,0.0129,0.033,0.598
foco,0qJpCbD8RUFDkMgvqwGOXj,184.397,0.801,0.197,0.967,0.399,0.291,0.0329,0.853
foco,230wJHD5YU7cSDWjyWWcoD,69.241,0.303,0.106,0.987,0.401,0.00641,0.0459,0.904
foco,5grzlt83cKal2JPOiGeeuv,79.186,0.0374,0.228,0.972,0.111,0.0306,0.0403,0.924
foco,0LPZmsYLSdtIUAOTEN6gPk,145.934,0.113,0.128,0.934,0.176,0.179,0.0338,0.851
foco,0nS6rFM8kgYysKYMAtuypF,65.349,0.299,0.103,0.98,0.602,0.00404,0.0768,0.956
foco,6jaByKelJGwGfgegoMgiMh,75.309,0.138,0.152,0.931,0.532,0.0452,0.0442,0.903
foco,1WEGB2t1ZYHjQODNPaiftb,127.997,0.0939,0.126,0.847,0.434,0.148,0.0367,0.873
foco,4XyjIW2VKJDzstmgXLTmwc,79.04,0.153,0.103,0.99,0.553,0.0143,0.0488,0.945
foco,3NAtvNsNZiinGu0Jly5ncl,120.144,0.291,0.113,0.978,0.447,0.156,0.0476,0.956
foco,5963gPC98mq0E9wSDR0d4j,74.824,0.21,0.111,0.954,0.261,0.136,0.0713,0.933
foco,0vYQFeUAgxEvPptkEkRgLH,106.342,0.0767,0.107,0.827,0.446,0.214,0.0391,0.851
foco,77q2I17hdHukGdJJpxYOke,74.24,0.166,0.103,0.992,0.498,0.123,0.0675,0.924
foco,4wQFiZ8pyQ3p7bWKT5E3O9,64.089,0.0331,0.0732,0.989,0.196,0.0888,0.0431,0.912
foco,2WQIFtaxGOxJ7aDM1D7cDq,206.692,0.0597,0.104,0.994,0.205,0.0317,0.0589,0.852
