class,id,tempo,valence,liveness,acousticness,danceability,energy,speechiness,instrumentalness
dormir,17dxXweuShPwv4eXAqJMXz,68.322,0.117,0.11,0.91,0.0999,0.0273,0.0405,0.66
dormir,6TYZYNqAoYfE64csvrZyoy,134.727,0.033,0.113,0.977,0.153,0.00274,0.047,0.554
dormir,50dqV0dmuAMzLtEbt09SCp,69.712,0.0315,0.111,0.931,0.141,0.0732,0.043,0.913
dormir,1C9e2HhO9qpMYl1FYg5yBZ,59.071,0.0363,0.105,0.992,0.168,0.00254,0.0483,0.93
dormir,4EzSRiQSPMWyeomPFfl52r,125.515,0.036,0.0996,0.898,0.228,0.0243,0.0486,0.89
dormir,6cdMnYYMiYDrFvNzw1JTwS,141.402,0.0308,0.1,0.836,0.138,0.0393,0.052,0.655
dormir,4vOHJJO8fJudz8JVVG9av6,78.745,0.152,0.103,0.946,0.113,0.0413,0.0432,0.886
dormir,3982hLjimRRPGIfInxlzyh,89.49,0.115,0.1,0.934,0.162,0.172,0.0585,0.845
dormir,5Zlpz6ITS8QTfmFY9RUT4F,137.571,0.037,0.0916,0.945,0.145,0.00148,0.0489,0.809
dormir,6DCLjXH0ak1YerLNW2hwcI,85.095,0.0369,0.074,0.957,0.0896,0.0183,0.0466,0.86
dormir,55MCIV8vcsHVz2ECaveJpT,66.403,0.0717,0.0825,0.983,0.22,0.0174,0.0608,0.806
dormir,2zLMOb6Z01X9PLxl09xJ9t,68.983,0.458,0.119,0.971,0.208,0.0187,0.0661,0.879
dormir,6VoHNgFuX8ElVxU2gjU8Yr,64.713,0.199,0.107,0.0175,0.184,0.331,0.0479,0.865
dormir,4aBW8uatLJcGKI3u7a9TA3,144.611,0.0517,0.103,0.891,0.133,0.0336,0.0498,0.571
dormir,0bPOqdsUdPCOayNdh0ERNW,64.37,0.0727,0.095,0.98,0.148,0.00215,0.0372,0.816
dormir,6D2fyFDu59UbQJO2rgcO9N,75.47,0.0601,0.111,0.819,0.0757,0.00429,0.0553,0.829
dormir,5ixnYv40UHrZQIuqNlOJl0,141.759,0.0351,0.0994,0.98,0.156,0.0363,0.0522,0.697
dormir,37gX0tNcMXBiLIfE4ZwcBn,77.049,0.0602,0.102,0.88,0.109,0.00388,0.0452,0.943
dormir,6AYzbLak1YhYu5litfcTdV,68.978,0.0939,0.101,0.938,0.152,0.012,0.0458,0.805
dormir,6mmma8gbZNJcTkG40Nr2vx,128.695,0.054,0.0876,0.932,0.222,0.0552,0.0483,0.879
dormir,75skmcKUZLzncei8MyjeNs,135.653,0.0379,0.134,0.936,0.154,0.0121,0.041,0.675
dormir,1kh6iEcYhNL6jbMr5BVEVG,81.947,0.0349,0.123,0.993,0.131,0.00333,0.0405,0.966
dormir,10DehqwY6X7wIv3qqSRVDV,136.192,0.0292,0.11,0.89,0.171,0.00773,0.0404,0.828
dormir,4BhIKcDVeOhkToWfl7k9OG,67.952,0.0326,0.096,0.946,0.249,0.108,0.0445,0.834
dormir,1lwYE92fXWS6nebOLO5yTR,70.434,0.039,0.101,0.898,0.195,0.0135,0.0414,0.863
dormir,2lRINOduUGo6lyIMP8kUh4,70.707,0.0279,0.111,0.984,0.218,0.0431,0.0454,0.887
dormir,49a8JjwfyAsDmUxELmsrKC,137.589,0.0324,0.101,0.992,0.226,0.0498,0.0694,0.934
dormir,6eua7DXiCZaYulrVuPI3i7,73.031,0.0909,0.109,0.912,0.171,0.00552,0.0422,0.871
dormir,5b0EbWEsagMNqlSPRk8FXb,64.8,0.0355,0.0819,0.965,0.199,0.0334,0.0441,0.942
dormir,6FAg23nCoYoNOpV7QXc3nb,139.404,0.0392,0.119,0.991,0.165,0.0041,0.0675,0.73
dormir,6SzQkeooDHWPsdSCpRdqgr,72.923,0.0372,0.107,0.986,0.113,0.00817,0.043,0.903
dormir,7GfmMlse4JgozDkVl3NUdO,132.379,0.0376,0.105,0.96,0.16,0.0341,0.0423,0.961
dormir,4w3i820SHA0fOpqmtyAPFu,71.308,0.0386,0.0833,0.986,0.187,0.0549,0.0472,0.958
dormir,1MyNYs0OhpaT6ZAfuKY9Ds,87.969,0.035,0.108,0.927,0.193,0.0678,0.0427,0.968
dormir,2JhxQaPl3FqixF5iWqfbi3,85.348,0.0771,0.112,0.471,0.0852,0.0101,0.0464,0.745
dormir,2aOxIjPc4FNz4uAefCLoIQ,76.434,0.0389,0.102,0.95,0.0797,0.112,0.0486,0.907
dormir,5R99Ttzs9tltiXxs735dum,76.92,0.0398,0.13,0.983,0.108,0.00332,0.0412,0.748
dormir,5ewuV9PoExpWPIedXbEIJv,69.371,0.132,0.111,0.992,0.212,0.003,0.0395,0.905
dormir,2vu8kAPw2W0gVKrK68YR5P,88.326,0.0496,0.126,0.603,0.104,0.0906,0.0518,0.825
dormir,6ZUPb0L9JcZM1e7c1nGCIx,66.427,0.07,0.14,0.961,0.174,0.023,0.0384,0.902
dormir,1DERFIlUdiUtFCoLQIGdLj,69.686,0.0494,0.11,0.981,0.149,0.0565,0.0499,0.903
dormir,5BuUke8soY1IIEeJK4eNkk,77.05,0.0394,0.116,0.974,0.123,0.00485,0.0481,0.832
dormir,70EFtngIf7REQH2ZfkiVLB,80.512,0.0318,0.0998,0.975,0.175,0.0171,0.04,0.915
dormir,0L3ARein2jfL2XZtMz3ihw,139.262,0.527,0.108,0.931,0.196,0.0542,0.0823,0.972
dormir,6jX42MuuKRVoKV0K4LIQkH,67.205,0.0376,0.0867,0.988,0.204,0.0102,0.0365,0.9
dormir,4iyc69HBbLOpfOgwBjn1LS,141.935,0.0327,0.112,0.961,0.14,0.0515,0.0433,0.68
dormir,6FLcSrGp3mGIEQghonDxG3,138.015,0.0386,0.106,0.986,0.172,0.0355,0.0407,0.895
dormir,4ScsYR6E4wg3gFFMd8LEJG,71.305,0.0459,0.158,0.992,0.185,0.0165,0.045,0.968
dormir,3PMP7s6o3dLLyHnsfqkUs5,141.576,0.0592,0.0937,0.886,0.14,0.0424,0.0416,0.723
dormir,53CbYTyFWEeVgOaEdcGNXx,84.66,0.033,0.0895,0.961,0.0843,0.0419,0.0511,0.885
dormir,2gMo97mAY1eW2iJ8fF6sDw,76.712,0.043,0.114,0.519,0.0707,0.0549,0.0557,0.846
dormir,3chCZBYrCCjcUmT4mX5x8E,73.916,0.0821,0.112,0.899,0.152,0.045,0.0406,0.798
dormir,7kgNuTgyO9T26DGV6aXptE,79.937,0.0333,0.0824,0.888,0.146,0.198,0.0408,0.882
dormir,0SHIkGcjuVoAuAbezjBfiT,135.36,0.0531,0.101,0.992,0.158,0.0186,0.0456,0.921
dormir,4bCf42P2k4fg2bARV81dqt,90.82,0.0373,0.106,0.945,0.104,0.0146,0.0459,0.89
dormir,3ff3N25wTsj8T1mf2gMTQp,67.476,0.0464,0.123,0.96,0.21,0.0868,0.0422,0.667
dormir,7vELAwkC04g6YjGtgZi3gq,61.652,0.0592,0.0886,0.965,0.233,0.224,0.0412,0.9
dormir,6ijjVhsdUDrHWTkciKq0nD,69.912,0.0575,0.0969,0.994,0.214,0.0422,0.0366,0.896
dormir,7vGRko4f6X3H4EfhwPsIJY,137.832,0.0475,0.0801,0.994,0.177,0.00906,0.046,0.863
dormir,2Vd91FjcKOHXn8kiFv0gnV,68.898,0.078,0.0635,0.932,0.182,0.0372,0.0409,0.816
dormir,20WOKEJgCcTSP9fpmTN9BM,74.249,0.0755,0.102,0.919,0.0824,0.0361,0.0456,0.679
dormir,1i309cGCtJxtZ7h4XEHxYC,144.29,0.0357,0.105,0.861,0.134,0.107,0.0444,0.575
dormir,7KpA2ZOdXXU7ymU05JmAv0,77.681,0.054,0.108,0.827,0.0851,0.199,0.0447,0.766
dormir,0IsEyOQ5ObJcX1tnuXeXqX,72.956,0.102,0.111,0.849,0.0667,0.0895,0.0417,0.633
dormir,3rKCZIXrsC7T6XPJhXKAQJ,69.037,0.0362,0.113,0.784,0.0621,0.0402,0.055,0.855
dormir,5YqXPRA1ErLjJ9UZCJxJyG,137.199,0.0732,0.117,0.937,0.156,0.0883,0.037,0.883
dormir,7fSBdUicxjuzxZDmAgxpdr,77.682,0.0304,0.0704,0.898,0.175,0.0822,0.0414,0.793
dormir,5QxJpxP8HG9UpHgAXt9NcL,71.65,0.0582,0.113,0.864,0.227,0.209,0.053,0.906
dormir,3jaCuiu5pvF2e7XnSi1NBw,88.996,0.162,0.104,0.975,0.101,0.0162,0.0442,0.974
dormir,7sKPbqAPAP4llKXGEXqCaH,68.55,0.446,0.115,0.85,0.14,0.0149,0.0596,0.767
dormir,0gny3oCHB6fKmZ6PoDedRA,87.113,0.0592,0.143,0.97,0.205,0.0406,0.0462,0.979
dormir,3mL5LcvGDubhJwgFpvpx0o,72.265,0.0361,0.11,0.872,0.114,0.0592,0.0411,0.69
dormir,5HkG3ZdLOVZQI4rpUdGZCa,73.865,0.0619,0.0741,0.994,0.156,0.00453,0.0404,0.91
dormir,2akxDSUjKxkwuRfuc6HFNH,175.297,0.0488,0.116,0.969,0.0937,0.0408,0.0455,0.962
dormir,1N04HuVRqVu0uV2I6LSYqt,56.895,0.0361,0.081,0.987,0.192,0.00531,0.0286,0.844
dormir,3LUbhoAnLn3pLz6R9JYGXU,170.998,0.219,0.11,0.972,0.203,0.0398,0.109,0.758
dormir,1ILi7utXdtChPDygqYzAdP,71.072,0.0384,0.086,0.821,0.0656,0.119,0.0407,0.937
dormir,08nreEzym40YMjIMhKLhVY,76.077,0.0592,0.0807,0.967,0.151,0.0909,0.0673,0.881
dormir,0ksnXmC80iQhmGHBbvxhyt,102.775,0.033,0.099,0.99,0.237,0.0814,0.0475,0.859
dormir,5ZVmS3L1zuMHJ6SsAsZe2X,65.207,0.0377,0.0865,0.986,0.235,0.0741,0.0399,0.928
dormir,4BgLM3OOiYQcjTCnFxBY38,72.908,0.0524,0.175,0.923,0.203,0.0359,0.0532,0.8
dormir,5zPyzOoJXDOYmw3sTwkbMH,143.386,0.489,0.109,0.9,0.218,0.0185,0.0787,0.769
dormir,3DlKVRc8O2XjaFV5vQ5j0S,68.571,0.0516,0.112,0.938,0.129,0.0376,0.0399,0.892
dormir,0X33Oo6yg2qlTsrFiH1qta,143.332,0.0356,0.11,0.861,0.133,0.0353,0.044,0.572
dormir,5MsecUGfxZ2hGBoXPlJUEI,69.748,0.0351,0.108,0.99,0.203,0.0214,0.0417,0.982
dormir,6f2CmmgE9LM9MpyF5qJVu9,164.752,0.0356,0.0826,0.969,0.0954,0.0847,0.0456,0.887
dormir,5HfIHltHzu31DBzxJwoVQg,142.061,0.038,0.116,0.971,0.155,0.00714,0.0555,0.87
dormir,7uZs3foWXjO19RuMJ5MZnd,75.089,0.0332,0.09,0.77,0.12,0.0741,0.0426,0.844
dormir,6aXdJ9fD7KLRIQu3TN7LoE,139.798,0.0751,0.101,0.911,0.145,0.097,0.043,0.887
dormir,4Dn2R1NeJbrJq7qa8TUwZd,75.292,0.0333,0.0842,0.837,0.131,0.0193,0.0497,0.829
dormir,1hyJfBTTlzB2JSCjOlW31o,74.385,0.0667,0.103,0.993,0.19,0.0156,0.0445,0.935
dormir,65zzvO9eO4NXAHm27YpkS3,140.553,0.0327,0.115,0.904,0.14,0.0425,0.0473,0.912
dormir,2UITlqXM467haohWgPffAT,143.265,0.102,0.111,0.809,0.146,0.0138,0.0531,0.815
dormir,6vZRJSlkmxAEDb51WeqZFC,65.222,0.0331,0.107,0.821,0.0612,0.0941,0.0485,0.789
dormir,7x66xkgNOZm22iqhfZdl25,125.967,0.0305,0.0928,0.99,0.169,0.0418,0.0508,0.955
dormir,65ip2ya2ftUbZHZrfCWuVt,142.641,0.0392,0.105,0.975,0.14,0.0121,0.045,0.961
dormir,5ardBAnHzOgVgwbC7lUeoj,69.962,0.083,0.106,0.797,0.161,0.0276,0.043,0.833
dormir,6A1rTs49C6c3KVyGoKG6el,167.199,0.0367,0.108,0.92,0.0862,0.067,0.0456,0.966
dormir,5dMI1sHkCxUWvh8vksx0Rz,71.612,0.0361,0.106,0.88,0.109,0.0473,0.052,0.871
dormir,7vIew2ZVzo2XVNXHxLHWkV,141.805,0.0227,0.112,0.994,0.137,0.00779,0.0631,0.995
dormir,67VwwXXg1k6cEMFX1rpGoo,120.22,0.0772,0.119,0.859,0.177,0.0292,0.0668,0.945
dormir,2cQIIMxDtD3V9d22YYbgYz,141.307,0.0393,0.109,0.567,0.139,0.0218,0.0546,0.711
dormir,3VSHwYTtcZNrdwZuyOGjHo,70.696,0.192,0.0811,0.988,0.137,0.0308,0.0499,0.959
dormir,4lanwDkWGgvJMgrdfomThw,142.422,0.0767,0.117,0.965,0.185,0.0506,0.0568,0.897
dormir,3KbmeqpwQMymXHdhzaAFms,69.824,0.0347,0.115,0.879,0.0649,0.0404,0.0462,0.773
dormir,3VXOgWiM8RwCxqEe3NOLrL,132.376,0.172,0.101,0.906,0.224,0.11,0.0895,0.843
dormir,4Dduhh8xWr0XCBoVJthchN,63.358,0.0601,0.142,0.968,0.202,0.00618,0.0487,0.957
dormir,3eeat8qxx96em1htcteZ8S,78.996,0.0328,0.0927,0.73,0.137,0.125,0.0433,0.958
dormir,1QcZEkKC9yLrt4EWIWVHWS,92.214,0.0342,0.109,0.799,0.106,0.0202,0.043,0.769
dormir,0d6wnnh8fXYjI9GQL6yg0m,71.397,0.0721,0.101,0.994,0.0912,0.0132,0.0372,0.941
dormir,3bmicq5CCRnFGlvZY8mQYP,67.556,0.0308,0.112,0.771,0.148,0.0299,0.043,0.994
dormir,1ytBTJUCVq3ljXsEri2Bel,67.532,0.0336,0.108,0.989,0.2,0.0159,0.0424,0.827
dormir,5Koyh28MrUGgBKCNz8BXvu,63.822,0.0364,0.11,0.98,0.203,0.0337,0.0503,0.934
dormir,3MAn3fACQt6uwlEaE9IGNN,69.776,0.0702,0.109,0.937,0.0607,0.00396,0.049,0.716
dormir,5qGiDfE4iUmc9ZChUCunTO,67.831,0.116,0.108,0.91,0.18,0.0339,0.0374,0.862
dormir,7EqeAfbTta51OCd9gz6buQ,70.876,0.0405,0.102,0.934,0.147,0.104,0.0423,0.811
dormir,1v8nEP8CRicvuRiGxxjZF6,68.753,0.13,0.0998,0.992,0.237,0.0311,0.0528,0.907
dormir,5P9warDXC0ATRYIrHXUTPO,142.886,0.0397,0.099,0.863,0.137,0.0251,0.0463,0.864
dormir,5DH1vidFEjKOWjpwEoI8CS,81.498,0.0451,0.107,0.904,0.165,0.0386,0.04,0.869
dormir,4AxLkuDH6lAh4zfAqnMk1n,69.255,0.0478,0.0957,0.979,0.181,0.00879,0.0458,0.937
dormir,6LjyIMfDZkn2uY2sLM6Hdk,142.751,0.032,0.101,0.991,0.14,0.0155,0.0451,0.722
dormir,4hLRBySljQhnEhNBNNdspx,60.525,0.0373,0.0863,0.866,0.0977,0.0338,0.0463,0.842
dormir,3XddzxSe1cKTCIDQis3NaO,138.024,0.032,0.103,0.973,0.149,0.0181,0.0428,0.801
dormir,1GnzjRqS1QnHeA9O7bR5y0,72.474,0.0573,0.0906,0.913,0.137,0.0539,0.0422,0.812
dormir,5QxN4PevFs6dZJ4jr9d0tg,140.693,0.039,0.104,0.987,0.157,0.0561,0.0508,0.575
dormir,7bj6z4jBc4z0RSUv4lUoru,178.17,0.0854,0.0891,0.985,0.0763,0.0261,0.048,0.976
dormir,5LEHlRPjGcZ5RdagAwXpHS,89.605,0.0591,0.111,0.797,0.102,0.0333,0.0476,0.927
dormir,5tXw2CCHvtbUKaS3lnt2Df,137.72,0.0377,0.0914,0.937,0.203,0.0844,0.0599,0.82
dormir,1f4D1dUMBXCRFMahucWgng,129.497,0.029,0.109,0.996,0.197,0.0128,0.0449,0.989
dormir,4VTYAMP7kQ7YjmGpGtuJBo,68.942,0.0394,0.109,0.842,0.208,0.0581,0.0502,0.624
dormir,56y8h73SZXnIzR0fGSQlca,71.96,0.0593,0.081,0.946,0.164,0.0188,0.0341,0.893
dormir,6D0lPIqjmSHGQHfXT0mm1L,139.901,0.0576,0.104,0.541,0.142,0.159,0.0378,0.783
dormir,3xQbeORys8d2PyWuiGqHYI,69.656,0.0487,0.107,0.866,0.147,0.0595,0.0401,0.885
dormir,0CwVkwUUCZPYZdj7SafQYL,130.222,0.0326,0.107,0.793,0.165,0.164,0.0433,0.808
dormir,4mrlC06gqmhaP39fsmkpvz,56.657,0.0394,0.106,0.898,0.222,0.121,0.0415,0.866
dormir,2rsMqLxGgLH6csppBYXG6f,67.572,0.121,0.115,0.921,0.162,0.0177,0.0421,0.953
dormir,5i3gMF4xQnyFWXtmkI1JfD,72.676,0.168,0.0802,0.972,0.177,0.0652,0.0462,0.911
dormir,0f5IlhiVWUUq4SGHyrRxIt,59.418,0.0378,0.0983,0.965,0.141,0.0405,0.0382,0.966
dormir,5XpGnwCqMlGFi1x4YdlKFE,70.057,0.167,0.0939,0.967,0.26,0.124,0.0321,0.847
dormir,3LWtE19kpqQemToWcKQ5Z8,168.355,0.083,0.1,0.989,0.21,0.0356,0.134,0.852
dormir,1aU0CFHRycE2Va7CVmDZEX,63.351,0.0374,0.111,0.748,0.153,0.0485,0.0422,0.683
dormir,2YeRQZzV2L1k9C5of2oGpI,71.231,0.0326,0.118,0.953,0.215,0.0372,0.0406,0.931
dormir,4PW8tiBzQcEutmPndIZagA,68.377,0.0345,0.0616,0.961,0.212,0.00494,0.0384,0.933
dormir,1C5muG3s6lQuIExxm1jItV,71.651,0.0359,0.111,0.969,0.151,0.0203,0.0418,0.808
dormir,6YHg42gULO5UiwXS2QJAmt,85.6,0.182,0.115,0.29,0.241,0.155,0.0555,0.908
dormir,0oZcBTfv9wd9Oh2JBicCmz,35.862,0.0367,0.102,0.975,0.204,0.0308,0.0483,0.966
dormir,0k67TSAediGtEVO9DUsj6n,81.075,0.0297,0.0852,0.991,0.0955,0.00454,0.0508,0.978
dormir,2og9t0X3EKBrA9b8r7Gy3o,78.182,0.0299,0.108,0.99,0.135,0.0218,0.05,0.96
dormir,0e3Pzob0dTYuUoZTs4iwpr,139.469,0.0315,0.123,0.947,0.144,0.0446,0.0376,0.723
dormir,5PT4TygYvZwATsCjxy0ssk,64.488,0.0372,0.111,0.282,0.163,0.0583,0.0406,0.86
dormir,0kCIvSVX6gdHnHCi636h8d,70.002,0.0324,0.0924,0.941,0.149,0.0357,0.0432,0.95
dormir,4KjUpdQieoX0475pPHZBum,75.239,0.0312,0.0992,0.991,0.165,0.00509,0.0428,0.779
dormir,7Jcgsnt3OnYzO70lTs2YUI,66.008,0.0345,0.0951,0.991,0.131,0.0148,0.0387,0.954
dormir,1khJhtT78fpUbjiZCH1rLV,131.103,0.039,0.0917,0.96,0.163,0.0145,0.0508,0.951
dormir,29jNOcTJP8rfJYWF3kxMBh,88.059,0.0594,0.104,0.841,0.104,0.103,0.0383,0.838
dormir,6nKvfKAVpGlyzXcKcVXwk3,62.484,0.0359,0.0909,0.974,0.0623,0.0403,0.0527,0.962
dormir,54IZYicWqjVsicv07CaP3m,69.567,0.0545,0.109,0.99,0.176,0.0327,0.0555,0.905
dormir,7JYgex93ldydsVqr6Um2nD,70.273,0.0407,0.0969,0.974,0.0661,0.0186,0.0445,0.933
dormir,7AEDjEJ3rLenGvEMTBPPzR,74.151,0.0423,0.0852,0.947,0.0746,0.0774,0.0506,0.939
dormir,3r1ZQqUe14xxssPt2Rkd6j,80.986,0.0392,0.107,0.872,0.198,0.0397,0.0385,0.952
dormir,5rWs0KXmSRghQyBKfo7NyL,135.397,0.0333,0.0912,0.847,0.155,0.0323,0.0475,0.816
dormir,6fKAXHHXXu0IrgNbOASoFS,70.439,0.0329,0.111,0.284,0.135,0.0385,0.0457,0.74
dormir,0nEoBGIHXBkLBw9FxLhCrL,74.012,0.0323,0.116,0.978,0.116,0.00408,0.0565,0.883
dormir,05kzIehpWjcoNDNnEpaJ6u,74.577,0.0347,0.11,0.827,0.13,0.101,0.0453,0.673
dormir,4MOl4gLMjcYOK2CtFfwOfK,62.985,0.0377,0.111,0.975,0.16,0.123,0.0439,0.915
dormir,6utIEcZZHk4AbF3fBVIlNM,83.457,0.0345,0.107,0.973,0.0791,0.00782,0.0594,0.94
dormir,7E1PngMYjjS6QN8Ac5o7Gy,125.553,0.0464,0.11,0.907,0.319,0.112,0.26,0.882
dormir,7yVcQnbRLYMbzt4J1rDXXa,68.845,0.0399,0.105,0.97,0.178,0.01,0.0581,0.862
dormir,0AmWizHZxla0JyvrOX4Cqj,75.265,0.0352,0.108,0.975,0.065,0.0016,0.0582,0.456
dormir,5zeo2UddrkVqbHg7dt3jYb,71.013,0.0362,0.114,0.962,0.145,0.0114,0.0382,0.901
dormir,7d6b8SMmT2SI7MvbSyhDLh,81.295,0.0771,0.103,0.989,0.148,0.0439,0.035,0.907
dormir,7nwY6NWAgKc5ugYWLMZtc4,70.008,0.0268,0.127,0.919,0.123,0.115,0.043,0.949
dormir,435xpWs0hfZnFv9BrDvx6a,72.648,0.0349,0.105,0.923,0.187,0.0813,0.0365,0.895
dormir,4yzIFekHEEWUFBQfDtAMyz,84.807,0.0395,0.101,0.823,0.11,0.124,0.0454,0.935
dormir,2jAm2Z3yoDLSiFjk3OZpY7,71.248,0.0388,0.0901,0.946,0.0865,0.0431,0.0496,0.932
dormir,1DOG1X3H2A6g6WN5ZQTLaR,71.801,0.07,0.101,0.892,0.112,0.013,0.0457,0.722
dormir,4c6wIacPXX5C83EHz1Fv5f,79.254,0.0354,0.103,0.939,0.0748,0.138,0.0389,0.875
dormir,70w16KjhO0HQz6eqllKYJo,74.014,0.0872,0.108,0.99,0.206,0.0132,0.0406,0.974
dormir,2SiunxdR9ZuY676ZpuhTRb,82.139,0.0382,0.0952,0.988,0.0797,0.00519,0.0435,0.962
dormir,2Voua6X82CCcgADavNaBwo,69.613,0.125,0.106,0.973,0.177,0.0032,0.0472,0.913
dormir,1wzgKMu74sj8DT1X8GjYLi,65.941,0.0999,0.0831,0.995,0.0667,0.0323,0.0421,0.986
dormir,4VdLOyYe6ZEyLx0LbYdyvy,70.964,0.0946,0.111,0.991,0.17,0.00316,0.0422,0.931
dormir,2gKnV835oRUC5XXtzRSUEl,71.304,0.0386,0.108,0.965,0.169,0.124,0.0385,0.842
dormir,2rr6aZtKKvbrHbT6x9MVVu,58.781,0.0377,0.075,0.859,0.0641,0.00469,0.0477,0.911
dormir,1oMqTsOS6mzsTNvxKKdFps,136.071,0.0677,0.0925,0.991,0.154,0.0304,0.0401,0.964
dormir,7iPyN8KKPycEdDIDvtvUdJ,71.611,0.0742,0.128,0.958,0.168,0.032,0.0427,0.823
dormir,0rdOvRimwzjyBHdZ0pR2E7,137.546,0.0979,0.101,0.996,0.289,0.0221,0.057,0.952
dormir,7arWoSrPeW1uiCGbCu0Igm,120.945,0.0396,0.0949,0.993,0.208,0.00877,0.0418,0.85
dormir,6RsZg0rFSlLWqy5AKiny95,138.263,0.0373,0.109,0.952,0.145,0.00504,0.0472,0.977
dormir,35Yml7NjICscuKAGuX3iZx,93.827,0.117,0.101,0.967,0.27,0.00161,0.0498,0.949
dormir,6i1azfJNXmsV9fNIA41tea,78.782,0.0595,0.111,0.928,0.0713,0.0878,0.044,0.882
dormir,5mdvqfYB4Efy14X88LtTB5,59.507,0.0337,0.111,0.84,0.0614,0.0376,0.0497,0.732
dormir,6ZF8463e4x5adudYv6VPMp,74.955,0.267,0.107,0.827,0.171,0.0755,0.0492,0.632
dormir,3clWNXDjKPbqvGviyo1Asg,139.744,0.0271,0.0969,0.722,0.155,0.101,0.0518,0.779
dormir,2sf4TXYzqSRdxfwu5auS6r,141.742,0.187,0.0962,0.938,0.139,0.0986,0.0395,0.52
dormir,6ALP8q5geZi3Y6agRNKsA1,71.497,0.032,0.109,0.933,0.179,0.00936,0.0608,0.967
dormir,65Yi5Oliqp3s8CT2ntH3QW,72.887,0.0377,0.0983,0.73,0.192,0.196,0.0395,0.938
dormir,3tCBeat5YZBwLf61yoQJ9v,78.336,0.0358,0.104,0.954,0.209,0.0219,0.0344,0.938
dormir,5XIpdciEK4tR1I95ojGw0r,73.667,0.0317,0.105,0.978,0.12,0.0115,0.0392,0.934
dormir,14qQVSGcxvPJ5oclFIgKDb,137.259,0.0578,0.122,0.927,0.144,0.000695,0.0487,0.96
dormir,2mnHERT3I2AP2g4S1V8rXH,61.786,0.0619,0.103,0.579,0.0737,0.153,0.052,0.85
dormir,4nxiVXO8GJcHZMIb0UJMxv,78.771,0.114,0.0976,0.938,0.178,0.0857,0.0439,0.928
dormir,5pSOZLnmToCAotRKjlg9LO,64.509,0.038,0.104,0.985,0.0796,0.0992,0.0501,0.924
dormir,4KyJQKAFvEH4F52qSMuwIF,72.125,0.053,0.106,0.992,0.196,0.00687,0.0442,0.917
dormir,4P2tFbiHKWVc5pomCTLpLF,72.149,0.0338,0.128,0.963,0.131,0.0116,0.0373,0.793
dormir,4ArtdQWC9UI51ojZvrzj2W,135.093,0.137,0.0887,0.98,0.157,0.0308,0.0464,0.924
dormir,2IA4wO7fwVunvFQuWeksm8,140.728,0.169,0.101,0.991,0.214,0.0367,0.0659,0.721
dormir,6tsmYOwZtMfL3DdoG1itMa,176.471,0.0445,0.115,0.965,0.134,0.0789,0.0531,0.93
dormir,72vxTKMDAc9eh7Nb8wgpHU,69.874,0.0448,0.0988,0.994,0.0778,0.00272,0.0405,0.822
dormir,7hIAFW3wOT3uRN42BXZRPx,134.542,0.0354,0.102,0.994,0.242,0.0192,0.054,0.885
dormir,62w7vY3oBAnoEe8YZVui50,76.787,0.0378,0.109,0.961,0.0685,0.00465,0.0498,0.883
dormir,4FUj92Arqxk2v1ErxFewbc,141.608,0.0318,0.103,0.789,0.138,0.00843,0.0525,0.886
dormir,7Hiig8VFIaqg8DU7l8gTAi,131.067,0.0577,0.112,0.98,0.166,0.124,0.0453,0.961
dormir,4ntf6ucqhHmpMsfNw0yAdn,81.704,0.093,0.112,0.869,0.0799,0.0556,0.0494,0.854
dormir,0GHvy9Xyzf7LAh5CAL4nFt,84.459,0.0864,0.128,0.988,0.121,0.0179,0.0413,0.975
dormir,1LLLm2nPAEw0F8nREc7mbe,66.849,0.0891,0.111,0.971,0.174,0.0422,0.0445,0.901
dormir,2wMttLsrpTeWFEypFpehze,68.588,0.0369,0.0779,0.975,0.0818,0.108,0.0526,0.957
dormir,1w35wcLm75MJxAye1mJX4i,138.94,0.0814,0.104,0.973,0.147,0.0274,0.0417,0.915
dormir,77Fs2NajDBQaOOZkYDsFLE,75.222,0.0654,0.0855,0.93,0.165,0.0375,0.0446,0.939
dormir,6BVWlugjV9uuDGA0SvD0R5,68.302,0.0431,0.112,0.568,0.32,0.184,0.0509,0.909
dormir,1vlJTyvEDrAUCxOXsTdBhq,84.647,0.0659,0.102,0.989,0.162,0.0484,0.0388,0.767
dormir,3WasVog6ut4Yo9JH9LuVuZ,67.932,0.0342,0.0789,0.985,0.069,0.0169,0.0414,0.906
dormir,0PA1GVz2ROcqbIgzzGlRru,53.623,0.0392,0.1,0.924,0.0882,0.129,0.0488,0.901
dormir,7vCDAK4DJNr1GHYEG3Ylyp,140.616,0.0698,0.107,0.983,0.239,0.0237,0.0403,0.95
dormir,6qcQdVBVHEG9EsLHApYsOg,58.894,0.0337,0.112,0.986,0.0636,0.164,0.0424,0.938
dormir,2T6wyxLBkQ4Y2ZjTbpuYfr,106.904,0.213,0.107,0.943,0.302,0.101,0.0378,0.886
dormir,6FXM5nY7ubX4pWqLPn2gcl,67.223,0.0781,0.105,0.981,0.102,0.0442,0.0504,0.952
dormir,75pcpojFTJnyfeGw0YrEQ9,82.568,0.0528,0.152,0.961,0.0778,0.0199,0.0481,0.965
dormir,0LKKLpXYCrS4cJLoWELHZs,126.383,0.0389,0.197,0.891,0.173,0.148,0.0367,0.826
